Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,0
CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,1.0
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccc2[N+](=O)[O-])CC1,0.9999998807907104
CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1,0.9999949932098389
CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCC(=O)O)cc2)ccc(C(C)=O)c1O,1.0
CCN[C@H](C)CN1CCc2c(c(=O)oc3ccccc23)C1,1.0
CNC[C@@H](O)c1ccc(O)c(OC)c1,1.0
Cn1c(N)nc2ncc(-c3ccccc3)cc21,0.9999998807907104
c1ccc2c3c([nH]c2c1)CNCC3,0.9972658157348633
c1ccc(Cn2ccnc2)cc1,1.0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc(C=c4nc(O)c(=Cc5ccccc5)n(C)c4=O)c3)cc1)CC2,1.0
CC[C@H](CO)NCCN[C@H](CC)CO,1.0
CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,0.9999957084655762
CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@H]1N1CCCC1,1.0
NC(=O)c1cccc(Cn2c3c(c4cccc(C(=O)O)c42)CCCCC3)c1,0.9999982118606567
COc1ccc2[nH]cc(CCN)c2c1,0.9999998807907104
COc1cc2ccc(=O)oc2cc1OCCCN1CCC(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1.0
O=C1C=CC(=O)c2c(O)cccc21,0.9999706745147705
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,1.0
CC(C)(N)C(=O)N[C@@H](C[C@@H]1C=NC=N1)C(=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccc2ccccc2c1,1.0
CC(C)CCC(=O)C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,1.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,1.0
CN1CCc2cc(Br)c(O)cc2[C@H](c2ccccc2)C1,1.0
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,1.0
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,1.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1.0
C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,1.0
CN[C@@H]1CN2[C@@H](Cc3ccc(OC)cc3)[C@@H](O)[C@H]3C[C@@]2(CC[C@@H]3OP(=O)(O)O)C1,1.0
CCN(C(=O)CNC(=O)[C@@H](CC[S@@](C)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](Cc1ccccc1)C(=O)NNC(C)=O,1.0
Cc1cccc2c1O[C@H](CNCCNC(=O)C13CC4CC(CC(C4)C1)C3)CO2,1.0
COc1ccc(CCN(C)CCC[C@@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1.0
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,0.9999997615814209
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,0.9999994039535522
Cc1ccc(CC(=O)N(C)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCC[C@@H]2NC(=O)c2c[nH]c3ccccc23)cc1,1.0
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,1.0
C[C@@H]1[C@H](NC(=O)/C(=N\OCc2nc3cc(O)c(O)cc3nc2C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0
