N[C@@H]1C[C@H]1c1ccccc1,9.718429540333002
CN1C=CC=C/C1=C\N=O,0.0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,9.81632282859401
C[C@@H]1O[C@@H]1P(=O)(O)O,9.821790895963968
Nc1nc(=O)[nH]cc1F,9.836002023596517
S=c1[nH]cnc2nc[nH]c12,9.816555851384212
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,9.836002023596517
CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,7.725514863666738
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,9.491280003597865
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,8.799538110431874
Oc1cccc2cccnc12,9.843428260401675
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,8.90225360268041
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,9.812319529683968
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,9.776355090894201
CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,9.564443136516369
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,9.65601155632421
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,9.195527528461653
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,9.222193893633388
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,9.673399799748475
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,8.685408642417507
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],9.816147151746252
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,8.637131891752547
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,9.821790895963968
COc1c2occc2cc2ccc(=O)oc12,9.807085614455369
